filename,title,year,adjective,count,noun_count
Eugenie_Marlitt_-_Die_zwölf_Apostel_(1865),Die zwölf Apostel,1865-01-01,warm,0,6
Eugenie_Marlitt_-_Die_zwölf_Apostel_(1865),Die zwölf Apostel,1865-01-01,kühl,0,6
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,frisch,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,frei,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,rein,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,blau,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,leer,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,kalt,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,klar,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,still,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,warm,0,13
Ludwig_Tieck_-_Tod_des_Dichters_(1845),Tod des Dichters,1845-01-01,kühl,0,13
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,frisch,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,frei,1,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,rein,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,blau,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,leer,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,kalt,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,klar,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,still,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,warm,0,2
Fritz_Reuter_-_Memoiren_eines_alten_Fliegenschimmels_(1855),Memoiren eines alten Fliegenschimmels,1855-01-01,kühl,0,2
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,frisch,1,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,frei,0,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,rein,1,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,blau,1,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,leer,0,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,kalt,0,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,klar,1,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,still,0,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,warm,0,18
Eugenie_Marlitt_-_Das_Geheimnis_der_alten_Mamsell_(1867),Das Geheimnis der alten Mamsell,1867-01-01,kühl,0,18
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,frisch,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,frei,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,rein,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,blau,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,leer,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,kalt,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,klar,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,still,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,warm,0,9
Johanna_Spyri_-_Heidis_Lehr-_und_Wanderjahre_(1880),Heidis Lehr- und Wanderjahre,1880-01-01,kühl,0,9
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,frisch,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,frei,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,rein,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,blau,1,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,leer,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,kalt,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,klar,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,still,0,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,warm,1,17
Friedrich_Spielhagen_-_Sturmflut_(1877),Sturmflut,1877-01-01,kühl,0,17
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,frisch,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,frei,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,rein,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,blau,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,leer,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,kalt,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,klar,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,still,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,warm,0,5
Marie_Nathusius_-_Elisabeth._I._Band_(1858),Elisabeth. I. Band,1858-01-01,kühl,0,5
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,frisch,0,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,frei,0,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,rein,0,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,blau,1,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,leer,1,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,kalt,0,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,klar,2,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,still,1,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,warm,1,27
Joseph_von_Eichendorff_-_Aus_dem_Leben_eines_Taugenichts_(1826),Aus dem Leben eines Taugenichts,1826-01-01,kühl,1,27
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,frisch,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,frei,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,rein,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,blau,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,leer,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,kalt,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,klar,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,still,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,warm,0,1
Marie_von_Ebner-Eschenbach_-_Der_gute_Mond_(1886),Der gute Mond,1886-01-01,kühl,0,1
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,frisch,1,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,frei,0,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,rein,0,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,blau,0,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,leer,1,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,kalt,0,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,klar,2,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,still,0,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,warm,1,32
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Erster_Theil_(1866),In Reih' und Glied. Erster Theil,1866-01-01,kühl,0,32
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,frisch,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,frei,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,rein,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,blau,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,leer,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,kalt,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,klar,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,still,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,warm,0,1
Ludwig_Steub_-_Die_Rose_der_Sewi_(1879),Die Rose der Sewi,1879-01-01,kühl,0,1
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,frisch,1,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,frei,10,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,rein,5,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,blau,0,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,leer,0,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,kalt,1,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,klar,0,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,still,0,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,warm,0,93
Adalbert_Stifter_-_Der_Nachsommer_(1857),Der Nachsommer,1857-01-01,kühl,0,93
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,frisch,2,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,frei,2,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,rein,0,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,blau,0,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,leer,0,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,kalt,1,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,klar,1,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,still,1,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,warm,0,61
Robert_Schweichel_-_Die_Falkner_von_St._Vigil_(1881),Die Falkner von St. Vigil,1881-01-01,kühl,2,61
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,frisch,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,frei,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,rein,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,blau,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,leer,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,kalt,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,klar,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,still,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,warm,0,47
Felix_Dahn_-_Walhall_(1883),Walhall,1883-01-01,kühl,0,47
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,frisch,1,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,frei,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,rein,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,blau,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,leer,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,kalt,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,klar,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,still,0,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,warm,1,2
Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837),Des Lebens Überfluss,1837-01-01,kühl,0,2
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,frisch,2,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,frei,2,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,rein,5,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,blau,0,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,leer,0,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,kalt,0,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,klar,0,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,still,0,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,warm,0,31
Oskar_Meding_-_Zwei_Kaiserkronen_(1872),Zwei Kaiserkronen,1872-01-01,kühl,0,31
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,frisch,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,frei,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,rein,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,blau,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,leer,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,kalt,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,klar,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,still,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,warm,0,4
Friedrich_Gerstäcker_-_Die_Vertreibung_der_Mormonen_aus_Missouri_(1845),Die Vertreibung der Mormonen aus Missouri,1845-01-01,kühl,0,4
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,frisch,1,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,frei,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,rein,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,blau,1,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,leer,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,kalt,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,klar,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,still,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,warm,0,10
Louise_Aston_-_Lydia_(1848),Lydia,1848-01-01,kühl,0,10
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,frisch,3,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,frei,1,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,rein,0,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,blau,0,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,leer,0,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,kalt,0,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,klar,1,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,still,0,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,warm,0,27
Friedrich_Spielhagen_-_In_Reih'_und_Glied._Zweiter_Theil_(1866),In Reih' und Glied. Zweiter Theil,1866-01-01,kühl,0,27
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,frisch,3,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,frei,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,rein,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,blau,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,leer,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,kalt,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,klar,1,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,still,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,warm,0,12
Marie_Nathusius_-_Elisabeth_–_Zweiter_Band_(1858),Elisabeth – Zweiter Band,1858-01-01,kühl,1,12
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,frisch,1,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,frei,3,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,rein,0,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,blau,0,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,leer,0,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,kalt,0,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,klar,0,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,still,0,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,warm,1,39
Eduard_von_Keyserling_-_Fräulein_Rosa_Herz_(1887),Fräulein Rosa Herz,1887-01-01,kühl,1,39
Joseph_Schreyvogel_-_Samuel_Brinks_letzte_Liebesgeschichte_(1821),Samuel Brinks letzte Liebesgeschichte,1821-01-01,frisch,1,5
Joseph_Schreyvogel_-_Samuel_Brinks_letzte_Liebesgeschichte_(1821),Samuel Brinks letzte Liebesgeschichte,1821-01-01,frei,0,5
Joseph_Schreyvogel_-_Samuel_Brinks_letzte_Liebesgeschichte_(1821),Samuel Brinks letzte Liebesgeschichte,1821-01-01,rein,0,5
Joseph_Schreyvogel_-_Samuel_Brinks_letzte_Liebesgeschichte_(1821),Samuel Brinks letzte Liebesgeschichte,1821-01-01,blau,0,5
